timestamp,bitcoin_price
2020-06-14,9431.719262201745
2020-06-21,9298.360829121417
2020-06-28,9139.903276297824
2020-07-05,9253.630980242333
2020-07-12,9234.314674712627
2020-07-19,9384.379751903267
2020-07-26,10962.258481207355
2020-08-02,11571.487980683192
2020-08-09,11739.131006414418
2020-08-16,11864.905810156475
2020-08-23,11519.118388160729
2020-08-30,11481.481823317012
2020-09-06,10260.0177277544
2020-09-13,10787.58020807624
2020-09-20,10681.993848113701
2020-09-27,10743.19287975935
2020-10-04,10670.700811335208
2020-10-11,11426.105544220427
2020-10-18,11908.708923246453
2020-10-25,13282.999348292436
2020-11-01,13989.976358180445
2020-11-08,15496.316149147417
2020-11-15,17651.82042768171
2020-11-22,18390.61184379203
2020-11-29,18857.417371118165
2020-12-06,18564.986455688137
2020-12-13,19432.362456862407
2020-12-20,23760.287048542956
2020-12-27,27424.538954606684
2021-01-03,34082.20604904424
2021-01-10,37456.00772548642
2021-01-17,35804.263885674685
2021-01-24,32375.320062981456
2021-01-31,35485.98593382442
2021-02-07,46307.57412159395
2021-02-14,49238.13690672487
2021-02-21,49849.378713583144
2021-02-28,48727.45120080115
2021-03-07,54700.27343927745
2021-03-14,58243.27060892363
2021-03-21,54584.86994699455
2021-03-28,58668.628336761
2021-04-04,58065.644024815316
2021-04-11,61497.299569441195
2021-04-18,55721.166052695626
2021-04-25,53978.80554728962
2021-05-02,57200.30029871163
2021-05-09,55901.667594561455
2021-05-16,43091.04144756922
2021-05-23,38210.80521759389
2021-05-30,36938.72031139185
2021-06-06,35834.4744744042
2021-06-13,38321.454656574206
2021-06-20,33702.61779371396
2021-06-27,34556.8421269449
2021-07-04,33971.297749757956
2021-07-11,32878.50187357147
2021-07-18,31919.393922554555
2021-07-25,39076.59377063225
2021-08-01,39914.82975848789
2021-08-08,45639.51401890709
2021-08-15,46745.03462296988
2021-08-22,49002.70376627545
2021-08-29,48907.27073106221
2021-09-05,46995.16417095979
2021-09-12,47135.43199562694
2021-09-19,43587.22305058473
2021-09-26,42856.855164224515
2021-10-03,51668.99422435564
2021-10-10,57452.43178503547
2021-10-17,62017.9727251787
2021-10-24,61173.1663907232
2021-10-31,61601.74357204976
2021-11-07,65005.64515956679
2021-11-14,60603.65586738653
2021-11-21,57748.79317378856
2021-11-28,57011.28047424234
2021-12-05,49268.46989053938
2021-12-12,48410.564656309325
2021-12-19,48755.89564404483
2021-12-26,47725.14804631933
2022-01-02,45938.02427172366
2022-01-09,42608.41001195019
2022-01-16,42298.341116872325
2022-01-23,36870.440166930995
2022-01-30,38232.17873217708
2022-02-06,43628.13953235228
2022-02-13,42254.738123237206
2022-02-20,38363.345488570165
2022-02-27,42491.97839335905
2022-03-06,38775.17558840679
2022-03-13,39669.423812004505
2022-03-20,42401.895597489434
2022-03-27,46715.1176185105
2022-04-03,45635.45438126673
2022-04-10,40586.59730938673
2022-04-17,40528.54148675958
2022-04-24,39469.04986198146
2022-05-01,37820.61176529208
2022-05-08,30269.586956629482
2022-05-15,30189.333177005963
2022-05-22,29491.507947760598
2022-05-29,29833.45033020525
2022-06-05,30101.187521431468
2022-06-12,22525.768350391198
2022-06-19,20636.75891240637
2022-06-26,20282.542479269694
2022-07-03,20257.012328592882
2022-07-10,20574.84059150044
2022-07-17,22696.902754290055
2022-07-24,22613.719208248454
2022-07-31,23225.036201942938
2022-08-07,23823.679442453606
2022-08-14,23913.333725628458
2022-08-21,21395.45846975991
2022-08-28,20023.55444491251
2022-09-04,19785.73350185514
2022-09-11,20255.922978327133
2022-09-18,19437.157867982634
2022-09-25,19219.727780656474
2022-10-02,19620.567543591394
2022-10-09,19198.107144951755
2022-10-16,19173.28046885863
2022-10-23,20095.152230674925
2022-10-30,20494.60120983709
2022-11-06,18562.353215089643
2022-11-13,16707.022778986535
2022-11-20,16524.449007720887
2022-11-27,16459.149543755877
2022-12-04,17085.64314125141
2022-12-11,17179.596038203494
2022-12-18,16806.48559206152
2022-12-25,16701.840210667935
2023-01-01,16677.646185850346
2023-01-08,17436.90232978116
2023-01-15,21081.671022204326
2023-01-22,22984.87497643721
2023-01-29,23451.577650774634
2023-02-05,22946.286578591233
2023-02-12,22220.070997481067
2023-02-19,24284.478003714703
2023-02-26,23464.33654185282
2023-03-05,22217.209884905325
2023-03-12,24470.88205445031
2023-03-19,27929.167733140293
2023-03-26,28041.123080088288
2023-04-02,28175.33033421539
2023-04-09,29904.138694718906
2023-04-16,29467.459829260348
2023-04-23,28351.218248373007
2023-04-30,28988.320996249273
2023-05-07,27639.73356593586
2023-05-14,26911.80527321389
2023-05-21,26773.83024366478
2023-05-28,27247.740081457025
2023-06-04,26507.90989220298
2023-06-11,25872.20645879509
2023-06-18,28330.891419807507
2023-06-25,30466.610456893526
2023-07-02,30571.88707287145
2023-07-09,30394.281146375568
2023-07-16,29919.87483825516
2023-07-23,29314.097387098358
2023-07-30,29233.136365580438
2023-08-06,29396.8479714205
2023-08-13,29170.490397060617
2023-08-20,26119.005958595222
2023-08-27,26082.717178218525
2023-09-03,25853.65684277757
2023-09-10,25889.3250094629
2023-09-17,26572.0381115526
2023-09-24,26350.14689542806
2023-10-01,27615.06488509527
2023-10-08,27392.247702732497
2023-10-15,28417.721751699824
2023-10-22,33846.72425733224
2023-10-29,34672.2892841885
2023-11-05,35436.53762957962
2023-11-12,36549.16204829837
2023-11-19,37413.99460790531
2023-11-26,37802.23604377473
2023-12-03,43270.11955970747
2023-12-10,42931.76182603245
2023-12-17,42684.182554683386
2023-12-24,43034.971063091514
2023-12-31,44113.69973389081
2024-01-07,46105.94607828697
2024-01-14,42587.336038354406
2024-01-21,40123.67105847147
2024-01-28,42892.03453014447
2024-02-04,43087.78740814285
2024-02-11,50050.13609456397
2024-02-18,51764.313185487765
2024-02-25,57003.52673730811
2024-03-03,66145.91927850846
2024-03-10,71420.03180142345
2024-03-17,65535.97844847658
2024-03-24,69919.05546148612
2024-03-31,68542.17715279506
2024-04-07,69401.97360911008
2024-04-14,63720.501587480736
2024-04-21,64894.4186910918
2024-04-28,62839.34073569377
2024-05-05,63148.599943097026
2024-05-12,62878.783300729294
2024-05-19,68539.91646552991
2024-05-26,68372.49288434093
2024-06-02,69325.36238847222
2024-06-09,68224.51967501991
2024-06-16,65109.314812190474
2024-06-23,61562.64532550036
2024-06-30,60864.44316193428
2024-07-07,57704.20228446288
2024-07-14,64136.31384360686
2024-07-21,67206.06470614894
2024-07-28,66219.05102486102
2024-08-04,58006.206586686734
2024-08-11,58881.92579151217
2024-08-18,59574.945812940874
2024-08-25,59526.560879590994
2024-09-01,57504.538586220435
2024-09-08,57381.764445000474
2024-09-15,60317.03197946251
2024-09-22,63582.59956924825
2024-09-29,62103.01047283253
2024-10-06,62185.230423727575
2024-10-13,66962.21994496793
2024-10-20,67394.85775735618
2024-10-27,69845.304531169
2024-11-03,69335.42553133758
2024-11-10,88264.59974582895
2024-11-17,92251.65240738312
2024-11-24,95981.18057210564
2024-12-01,97201.50036407741
2024-12-08,100000.80836535197
2024-12-15,101367.01064553364
2024-12-22,95678.31244565405
2024-12-29,94384.1761153871
2025-01-05,96952.09886774956
2025-01-12,96574.07768799194
2025-01-19,104067.60991206947
2025-01-26,102552.24874280207
2025-02-02,97568.31653024875
2025-02-09,96561.6639990985
2025-02-16,96149.3484548204
2025-02-23,88755.7693356979
2025-03-02,87310.80531078295
2025-03-09,82799.1080292053
2025-03-16,84075.36559694471
2025-03-23,86960.8555491039
2025-03-30,82679.17255385047
2025-04-06,79596.35732250768
2025-04-13,84433.75017215389
2025-04-20,93576.16588573981
2025-04-27,94644.06637120107
2025-05-04,96854.53198815876
2025-05-11,103708.85136423641
2025-05-18,106786.71995834043
2025-05-25,107838.18431100152
2025-06-01,104812.9182188067
2025-06-08,106045.56440819203
2025-06-15,104722.69505290699
2025-06-22,105976.06929808448
2025-06-29,108040.89194001042
2025-07-06,109215.19771840284
2025-07-13,118748.1627367753
2025-07-20,117901.62655900871
2025-07-27,117853.3089286382
2025-08-03,113778.56009428929
