timestamp,unlockNative,unlock%CS,CS,TS,days since TGE,total%unlocked
2021-01-01,,,168166666.0,999999999.01,0,0.168166666166485
2021-01-02,0.0,0.0,168166666.0,999999999.01,1,0.168166666166485
2021-01-03,0.0,0.0,168166666.0,999999999.01,2,0.168166666166485
2021-01-04,0.0,0.0,168166666.0,999999999.01,3,0.168166666166485
2021-01-05,0.0,0.0,168166666.0,999999999.01,4,0.168166666166485
2021-01-06,0.0,0.0,168166666.0,999999999.01,5,0.168166666166485
2021-01-07,0.0,0.0,168166666.0,999999999.01,6,0.168166666166485
2021-01-08,0.0,0.0,168166666.0,999999999.01,7,0.168166666166485
2021-01-09,0.0,0.0,168166666.0,999999999.01,8,0.168166666166485
2021-01-10,0.0,0.0,168166666.0,999999999.01,9,0.168166666166485
2021-01-11,0.0,0.0,168166666.0,999999999.01,10,0.168166666166485
2021-01-12,0.0,0.0,168166666.0,999999999.01,11,0.168166666166485
2021-01-13,0.0,0.0,168166666.0,999999999.01,12,0.168166666166485
2021-01-14,0.0,0.0,168166666.0,999999999.01,13,0.168166666166485
2021-01-15,0.0,0.0,168166666.0,999999999.01,14,0.168166666166485
2021-01-16,0.0,0.0,168166666.0,999999999.01,15,0.168166666166485
2021-01-17,0.0,0.0,168166666.0,999999999.01,16,0.168166666166485
2021-01-18,0.0,0.0,168166666.0,999999999.01,17,0.168166666166485
2021-01-19,0.0,0.0,168166666.0,999999999.01,18,0.168166666166485
2021-01-20,0.0,0.0,168166666.0,999999999.01,19,0.168166666166485
2021-01-21,0.0,0.0,168166666.0,999999999.01,20,0.168166666166485
2021-01-22,0.0,0.0,168166666.0,999999999.01,21,0.168166666166485
2021-01-23,0.0,0.0,168166666.0,999999999.01,22,0.168166666166485
2021-01-24,0.0,0.0,168166666.0,999999999.01,23,0.168166666166485
2021-01-25,0.0,0.0,168166666.0,999999999.01,24,0.168166666166485
2021-01-26,0.0,0.0,168166666.0,999999999.01,25,0.168166666166485
2021-01-27,0.0,0.0,168166666.0,999999999.01,26,0.168166666166485
2021-01-28,0.0,0.0,168166666.0,999999999.01,27,0.168166666166485
2021-01-29,0.0,0.0,168166666.0,999999999.01,28,0.168166666166485
2021-01-30,0.0,0.0,168166666.0,999999999.01,29,0.168166666166485
2021-01-31,0.0,0.0,168166666.0,999999999.01,30,0.168166666166485
2021-02-01,0.0,0.0,168166666.0,999999999.01,31,0.168166666166485
2021-02-02,0.0,0.0,168166666.0,999999999.01,32,0.168166666166485
2021-02-03,0.0,0.0,168166666.0,999999999.01,33,0.168166666166485
2021-02-04,0.0,0.0,168166666.0,999999999.01,34,0.168166666166485
2021-02-05,0.0,0.0,168166666.0,999999999.01,35,0.168166666166485
2021-02-06,0.0,0.0,168166666.0,999999999.01,36,0.168166666166485
2021-02-07,0.0,0.0,168166666.0,999999999.01,37,0.168166666166485
2021-02-08,0.0,0.0,168166666.0,999999999.01,38,0.168166666166485
2021-02-09,0.0,0.0,168166666.0,999999999.01,39,0.168166666166485
2021-02-10,0.0,0.0,168166666.0,999999999.01,40,0.168166666166485
2021-02-11,0.0,0.0,168166666.0,999999999.01,41,0.168166666166485
2021-02-12,0.0,0.0,168166666.0,999999999.01,42,0.168166666166485
2021-02-13,0.0,0.0,168166666.0,999999999.01,43,0.168166666166485
2021-02-14,0.0,0.0,168166666.0,999999999.01,44,0.168166666166485
2021-02-15,0.0,0.0,168166666.0,999999999.01,45,0.168166666166485
2021-02-16,0.0,0.0,168166666.0,999999999.01,46,0.168166666166485
2021-02-17,0.0,0.0,168166666.0,999999999.01,47,0.168166666166485
2021-02-18,0.0,0.0,168166666.0,999999999.01,48,0.168166666166485
2021-02-19,0.0,0.0,168166666.0,999999999.01,49,0.168166666166485
2021-02-20,0.0,0.0,168166666.0,999999999.01,50,0.168166666166485
2021-02-21,0.0,0.0,168166666.0,999999999.01,51,0.168166666166485
2021-02-22,0.0,0.0,168166666.0,999999999.01,52,0.168166666166485
2021-02-23,0.0,0.0,168166666.0,999999999.01,53,0.168166666166485
2021-02-24,0.0,0.0,168166666.0,999999999.01,54,0.168166666166485
2021-02-25,0.0,0.0,168166666.0,999999999.01,55,0.168166666166485
2021-02-26,0.0,0.0,168166666.0,999999999.01,56,0.168166666166485
2021-02-27,0.0,0.0,168166666.0,999999999.01,57,0.168166666166485
2021-02-28,0.0,0.0,168166666.0,999999999.01,58,0.168166666166485
2021-03-01,0.0,0.0,168166666.0,999999999.01,59,0.168166666166485
2021-03-02,0.0,0.0,168166666.0,999999999.01,60,0.168166666166485
2021-03-03,0.0,0.0,168166666.0,999999999.01,61,0.168166666166485
2021-03-04,0.0,0.0,168166666.0,999999999.01,62,0.168166666166485
2021-03-05,0.0,0.0,168166666.0,999999999.01,63,0.168166666166485
2021-03-06,0.0,0.0,168166666.0,999999999.01,64,0.168166666166485
2021-03-07,0.0,0.0,168166666.0,999999999.01,65,0.168166666166485
2021-03-08,0.0,0.0,168166666.0,999999999.01,66,0.168166666166485
2021-03-09,0.0,0.0,168166666.0,999999999.01,67,0.168166666166485
2021-03-10,0.0,0.0,168166666.0,999999999.01,68,0.168166666166485
2021-03-11,0.0,0.0,168166666.0,999999999.01,69,0.168166666166485
2021-03-12,0.0,0.0,168166666.0,999999999.01,70,0.168166666166485
2021-03-13,0.0,0.0,168166666.0,999999999.01,71,0.168166666166485
2021-03-14,0.0,0.0,168166666.0,999999999.01,72,0.168166666166485
2021-03-15,0.0,0.0,168166666.0,999999999.01,73,0.168166666166485
