timestamp,unlockNative,unlock%CS,CS,TS,days since TGE,total%unlocked
2024-12-10,513347.02000045776,7.371462118663897e-05,6963978268.31,9998000000.0,635,0.6965371342578516
2024-12-11,513347.029999733,7.37091891774317e-05,6964491615.34,9998000000.0,636,0.696588479229846
2024-12-12,513347.0199995041,7.37037550976221e-05,6965004962.36,9998000000.0,637,0.6966398242008401
2024-12-13,513347.02000045776,7.369832325459076e-05,6965518309.38,9998000000.0,638,0.6966911691718344
2024-12-14,513347.0199995041,7.369289221186206e-05,6966031656.4,9998000000.0,639,0.6967425141428285
2024-12-15,513347.03000068665,7.368746340516549e-05,6966545003.43,9998000000.0,640,0.6967938591148229
2024-12-16,93159180.34999943,0.013195904236899472,7059704183.78,9998000000.0,641,0.7061116407061412
2024-12-17,513347.02000045776,7.270980217833173e-05,7060217530.8,9998000000.0,642,0.7061629856771354
2024-12-18,513347.0199995041,7.270451584723194e-05,7060730877.82,9998000000.0,643,0.7062143306481296
2024-12-19,513347.03000068665,7.269923170113713e-05,7061244224.85,9998000000.0,644,0.7062656756201241
2024-12-20,513347.0199995041,7.26939454909051e-05,7061757571.87,9998000000.0,645,0.7063170205911182
2024-12-21,513347.02000045776,7.268866146544575e-05,7062270918.89,9998000000.0,646,0.7063683655621125
2024-12-22,513347.0199995041,7.268337820783801e-05,7062784265.91,9998000000.0,647,0.7064197105331066
2024-12-23,513347.029999733,7.267809713401831e-05,7063297612.94,9998000000.0,648,0.706471055505101
2024-12-24,513347.02000045776,7.267281399661985e-05,7063810959.96,9998000000.0,649,0.7065224004760953
2024-12-25,513347.0199995041,7.266753304237246e-05,7064324306.98,9998000000.0,650,0.7065737454470894
2024-12-26,513347.02000045776,7.266225285584712e-05,7064837654.0,9998000000.0,651,0.7066250904180836
2024-12-27,513347.029999733,7.265697485162398e-05,7065351001.03,9998000000.0,652,0.706676435390078
2024-12-28,513347.02000045776,7.265169478411068e-05,7065864348.05,9998000000.0,653,0.7067277803610722
2024-12-29,513347.0199995041,7.264641689866804e-05,7066377695.07,9998000000.0,654,0.7067791253320664
2024-12-30,513347.02000045776,7.264113978027851e-05,7066891042.09,9998000000.0,655,0.7068304703030607
2024-12-31,513347.029999733,7.263586484311146e-05,7067404389.12,9998000000.0,656,0.706881815275055
2025-01-01,513347.02000045776,7.263058784280811e-05,7067917736.14,9998000000.0,657,0.7069331602460492
2025-01-02,513347.0199995041,7.262531302349603e-05,7068431083.16,9998000000.0,658,0.7069845052170434
2025-01-03,513347.02000045776,7.262003897056892e-05,7068944430.18,9998000000.0,659,0.7070358501880376
2025-01-04,513347.029999733,7.261476709778557e-05,7069457777.21,9998000000.0,660,0.707087195160032
2025-01-05,513347.0199995041,7.260949316188521e-05,7069971124.23,9998000000.0,661,0.7071385401310262
2025-01-06,513347.02000045776,7.260422140630237e-05,7070484471.25,9998000000.0,662,0.7071898851020204
2025-01-07,513347.029999733,7.25989518300549e-05,7070997818.28,9998000000.0,663,0.7072412300740147
2025-01-08,513347.02000045776,7.259368019094114e-05,7071511165.3,9998000000.0,664,0.707292575045009
2025-01-09,513347.0199995041,7.258841073093213e-05,7072024512.32,9998000000.0,665,0.7073439200160032
2025-01-10,513347.02000045776,7.258314203614071e-05,7072537859.34,9998000000.0,666,0.7073952649869975
2025-01-11,513347.029999733,7.25778755196077e-05,7073051206.37,9998000000.0,667,0.7074466099589918
2025-01-12,513347.02000045776,7.257260694036313e-05,7073564553.39,9998000000.0,668,0.707497954929986
2025-01-13,513347.0199995041,7.256734053914666e-05,7074077900.41,9998000000.0,669,0.7075492999009801
2025-01-14,513347.02000045776,7.256207490248179e-05,7074591247.43,9998000000.0,670,0.7076006448719744
2025-01-15,513347.029999733,7.25568114429994e-05,7075104594.46,9998000000.0,671,0.7076519898439688
2025-01-16,93159180.34999943,0.012996059196003664,7168263774.809999,9998000000.0,672,0.716969771435287
2025-01-17,513347.02000045776,7.160872925414841e-05,7168777121.83,9998000000.0,673,0.7170211164062813
2025-01-18,513347.02000045776,7.160360181121269e-05,7169290468.85,9998000000.0,674,0.7170724613772755
2025-01-19,513347.029999733,7.159847649704851e-05,7169803815.88,9998000000.0,675,0.7171238063492699
2025-01-20,513347.0199995041,7.159334912765329e-05,7170317162.9,9998000000.0,676,0.717175151320264
2025-01-21,513347.02000045776,7.15882238870801e-05,7170830509.92,9998000000.0,677,0.7172264962912582
2025-01-22,513347.0199995041,7.158309938000217e-05,7171343856.94,9998000000.0,678,0.7172778412622524
2025-01-23,513347.03000068665,7.157797700106495e-05,7171857203.97,9998000000.0,679,0.7173291862342469
2025-01-24,513347.0199995041,7.157285256666597e-05,7172370550.99,9998000000.0,680,0.717380531205241
2025-01-25,513347.02000045776,7.156773026019249e-05,7172883898.01,9998000000.0,681,0.7174318761762353
2025-01-26,513347.0199995041,7.156260868658435e-05,7173397245.03,9998000000.0,682,0.7174832211472294
2025-01-27,513347.029999733,7.155748923995505e-05,7173910592.059999,9998000000.0,683,0.7175345661192238
2025-01-28,513347.02000045776,7.15523677384314e-05,7174423939.08,9998000000.0,684,0.7175859110902181
2025-01-29,513347.02000045776,7.154724836340583e-05,7174937286.1,9998000000.0,685,0.7176372560612123
2025-01-30,513347.0199995041,7.154212972074935e-05,7175450633.12,9998000000.0,686,0.7176886010322064
2025-01-31,513347.029999733,7.153701320404376e-05,7175963980.15,9998000000.0,687,0.7177399460042008
2025-02-01,513347.02000045776,7.15318946326126e-05,7176477327.17,9998000000.0,688,0.717791290975195
2025-02-02,513347.0199995041,7.152677818651907e-05,7176990674.19,9998000000.0,689,0.7178426359461892
2025-02-03,513347.03000068665,7.152166386573897e-05,7177504021.22,9998000000.0,690,0.7178939809181837
2025-02-04,513347.0199995041,7.151654748996146e-05,7178017368.24,9998000000.0,691,0.7179453258891778
2025-02-05,513347.02000045776,7.151143323928298e-05,7178530715.26,9998000000.0,692,0.717996670860172
2025-02-06,513347.0199995041,7.150631971974131e-05,7179044062.28,9998000000.0,693,0.7180480158311662
2025-02-07,513347.029999733,7.150120832435392e-05,7179557409.309999,9998000000.0,694,0.7180993608031606
2025-02-08,513347.02000045776,7.149609487453692e-05,7180070756.33,9998000000.0,695,0.7181507057741549
2025-02-09,513347.02000045776,7.149098354839447e-05,7180584103.35,9998000000.0,696,0.7182020507451491
2025-02-10,513347.0199995041,7.148587295289446e-05,7181097450.37,9998000000.0,697,0.7182533957161432
2025-02-11,513347.029999733,7.148076448052336e-05,7181610797.4,9998000000.0,698,0.7183047406881375
2025-02-12,513347.02000045776,7.147565395389217e-05,7182124144.42,9998000000.0,699,0.7183560856591318
2025-02-13,513347.0199995041,7.147054554977778e-05,7182637491.44,9998000000.0,700,0.718407430630126
2025-02-14,513347.02000045776,7.146543787607758e-05,7183150838.46,9998000000.0,701,0.7184587756011203
2025-02-15,513347.029999733,7.146033232408364e-05,7183664185.49,9998000000.0,702,0.7185101205731146
2025-02-16,93159180.36000061,0.01280217694951824,7276823365.85,9998000000.0,703,0.7278279021654331
2025-02-17,513347.0199995041,7.054050681640823e-05,7277336712.87,9998000000.0,704,0.7278792471364273
2025-02-18,513347.02000045776,7.053553120441954e-05,7277850059.89,9998000000.0,705,0.7279305921074215
2025-02-19,513347.029999733,7.053055766790395e-05,7278363406.92,9998000000.0,706,0.7279819370794159
2025-02-20,513347.02000045776,7.052558208553084e-05,7278876753.940001,9998000000.0,707,0.7280332820504102
2025-02-21,513347.0199995041,7.052060857843081e-05,7279390100.96,9998000000.0,708,0.7280846270214043
2025-02-22,513347.02000045776,7.05156357730128e-05,7279903447.9800005,9998000000.0,709,0.7281359719923985
2025-02-23,513347.029999733,7.051066504208676e-05,7280416795.01,9998000000.0,710,0.7281873169643929
2025-02-24,513347.0199995041,7.050569226535355e-05,7280930142.03,9998000000.0,711,0.728238661935387
2025-02-25,513347.02000045776,7.05007215633055e-05,7281443489.05,9998000000.0,712,0.7282900069063813
2025-02-26,513347.0199995041,7.049575156182228e-05,7281956836.07,9998000000.0,713,0.7283413518773755
2025-02-27,513347.03000068665,7.049078363437462e-05,7282470183.1,9998000000.0,714,0.7283926968493699
2025-02-28,513347.0199995041,7.048581366090852e-05,7282983530.12,9998000000.0,715,0.728444041820364
2025-03-01,513347.02000045776,7.048084576127847e-05,7283496877.14,9998000000.0,716,0.7284953867913583
2025-03-02,513347.0199995041,7.047587856162074e-05,7284010224.16,9998000000.0,717,0.7285467317623524
2025-03-03,513347.03000068665,7.047091343501909e-05,7284523571.190001,9998000000.0,718,0.728598076734347
2025-03-04,513347.0199995041,7.046594626258093e-05,7285036918.21,9998000000.0,719,0.7286494217053411
2025-03-05,513347.02000045776,7.046098116299959e-05,7285550265.2300005,9998000000.0,720,0.7287007666763353
2025-03-06,513347.029999733,7.045601813521668e-05,7286063612.26,9998000000.0,721,0.7287521116483296
2025-03-07,513347.0199995041,7.045105306212656e-05,7286576959.28,9998000000.0,722,0.7288034566193239
2025-03-08,513347.02000045776,7.044609006102852e-05,7287090306.3,9998000000.0,723,0.7288548015903181
2025-03-09,513347.0199995041,7.044112775886756e-05,7287603653.32,9998000000.0,724,0.7289061465613123
2025-03-10,513347.03000068665,7.043616752805065e-05,7288117000.35,9998000000.0,725,0.7289574915333067
2025-03-11,513347.0199995041,7.043120525171621e-05,7288630347.37,9998000000.0,726,0.7290088365043008
2025-03-12,513347.02000045776,7.042624504652706e-05,7289143694.39,9998000000.0,727,0.729060181475295
2025-03-13,513347.0199995041,7.042128553968433e-05,7289657041.41,9998000000.0,728,0.7291115264462893
2025-03-14,513347.03000068665,7.041632810320858e-05,7290170388.440001,9998000000.0,729,0.7291628714182837
2025-03-15,513347.0199995041,7.041136862139788e-05,7290683735.46,9998000000.0,730,0.7292142163892779
2025-03-16,93159180.35000038,0.012616625436401352,7383842915.81,9998000000.0,731,0.7385319979805962
2025-03-17,513347.0199995041,6.951818164346903e-05,7384356262.83,9998000000.0,732,0.7385833429515903
2025-03-18,513347.029999733,6.951335055588949e-05,7384869609.86,9998000000.0,733,0.7386346879235847
2025-03-19,513347.02000045776,6.950851743202282e-05,7385382956.88,9998000000.0,734,0.7386860328945789
2025-03-20,513347.0199995041,6.95036863337006e-05,7385896303.9,9998000000.0,735,0.738737377865573
2025-03-21,513347.02000045776,6.949885590714818e-05,7386409650.92,9998000000.0,736,0.7387887228365673
2025-03-22,513347.029999733,6.94940275053897e-05,7386922997.95,9998000000.0,737,0.7388400678085617
2025-03-23,513347.02000045776,6.94891970676659e-05,7387436344.97,9998000000.0,738,0.738891412779556
