timestamp,unlockNative,unlock%CS,CS,TS,days since TGE,total%unlocked
2023-12-06,8269.11000000313,0.00042584066677329736,19418319.21,27182818.0,706,0.7143600494253393
2023-12-07,8269.109999999404,0.00042565940368882043,19426588.32,27182818.0,707,0.7146642529851026
2023-12-08,8269.099999997765,0.00042547778053098604,19434857.419999998,27182818.0,708,0.7149684561769865
2023-12-09,8269.11000000313,0.0004252973402834266,19443126.53,27182818.0,709,0.7152726597367499
2023-12-10,8269.120000001043,0.00042511705323319783,19451395.650000002,27182818.0,710,0.7155768636643928
2023-12-11,8269.109999999404,0.0004249358918554876,19459664.76,27182818.000000004,711,0.715881067224156
2023-12-12,8269.109999999404,0.00042475539804160035,19467933.87,27182818.0,712,0.7161852707839195
2023-12-13,8269.10000000149,0.00042457454426505646,19476202.970000003,27182818.000000004,713,0.7164894739758034
2023-12-14,8269.109999995679,0.0004243948702353387,19484472.08,27182818.0,714,0.7167936775355667
2023-12-15,8269.109999999404,0.0004242148356354084,19492741.189999998,27182818.0,715,0.71709788109533
2023-12-16,8269.11000000313,0.00042403495371740453,19501010.3,27182818.000000004,716,0.7174020846550935
2023-12-17,8269.099999997765,0.0004238547119273798,19509279.4,27182818.0,717,0.7177062878469774
2023-12-18,8269.109999999404,0.00042367564736742674,19517548.509999998,27182818.0,718,0.7180104914067408
2023-12-19,8269.109999999404,0.00042349622233127284,19525817.619999997,27182817.999999996,719,0.7183146949665042
2023-12-20,8269.11000000313,0.00042331694920262744,19534086.73,27182818.0,720,0.7186188985262676
2023-12-21,8269.109999999404,0.00042313782778808534,19542355.84,27182818.0,721,0.7189231020860309
2023-12-22,8269.10000000149,0.0004229583466195577,19550624.94,27182818.0,722,0.7192273052779149
2023-12-23,8269.120000001043,0.0004227805506095697,19558894.060000002,27182818.000000004,723,0.7195315092055578
2023-12-24,8269.109999999404,0.0004226013719084964,19567163.17,27182818.0,724,0.7198357127653212
2023-12-25,8269.109999999404,0.00042242285543026605,19575432.28,27182818.0,725,0.7201399163250846
2023-12-26,8269.10000000149,0.0004222439792942497,19583701.380000003,27182818.000000004,726,0.7204441195169684
2023-12-27,8269.109999999404,0.000422066274763943,19591970.490000002,27182818.000000004,727,0.7207483230767318
2023-12-28,8269.099999997765,0.0004218876999961083,19600239.59,27182818.0,728,0.7210525262686157
2023-12-29,8269.120000001043,0.0004217108053599168,19608508.71,27182818.0,729,0.7213567301962586
2023-12-30,8269.109999999404,0.00042153253076908246,19616777.82,27182818.0,730,0.7216609337560219
2023-12-31,8269.10000000149,0.0004213544066268907,19625046.92,27182818.000000004,731,0.7219651369479058
2024-01-01,8269.109999999404,0.0004211774509901476,19633316.03,27182818.000000004,732,0.7222693405076691
2024-01-02,8269.109999999404,0.00042100013522632643,19641585.14,27182818.0,733,0.7225735440674326
2024-01-03,8269.109999999404,0.00042082296869959754,19649854.25,27182818.0,734,0.7228777476271959
2024-01-04,8269.120000001043,0.00042064645970329176,19658123.37,27182818.0,735,0.7231819515548389
2024-01-05,8269.099999997765,0.0004204685741226726,19666392.47,27182818.0,736,0.7234861547467227
2024-01-06,8269.109999999404,0.00042029236266026814,19674661.58,27182818.0,737,0.7237903583064861
2024-01-07,8269.11000000313,0.0004201157912019823,19682930.69,27182818.0,738,0.7240945618662495
2024-01-08,8269.11000000313,0.0004199393680421204,19691199.800000004,27182818.000000007,739,0.7243987654260128
2024-01-09,8269.089999996126,0.000419762078164135,19699468.89,27182818.0,740,0.7247029682500173
2024-01-10,8269.119999997318,0.0004195874734990613,19707738.009999998,27182818.0,741,0.7250071721776601
2024-01-11,8269.11000000313,0.0004194109867009994,19716007.12,27182818.0,742,0.7253113757374235
2024-01-12,8269.109999999404,0.00041923515487084635,19724276.23,27182818.0,743,0.7256155792971869
