,timestamp,BTC_close,BTC_open,BTC_volatility,BTC_variation
0,2016-01-01,434.0667811478976,430.65266344200353,0.026169748231938603,0.007927775666372582
1,2016-01-02,433.1292334913824,434.6477925266847,0.012959419646402383,-0.0034937691193015156
2,2016-01-03,429.7419759428513,433.1074457665091,0.027535239696945005,-0.007770519432427744
3,2016-01-04,433.3171580357509,430.037603633919,0.01715980512444488,0.007626203788038258
4,2016-01-05,432.8336381662453,433.2051558432321,0.014612818437641895,-0.0008576021591055176
5,2016-01-06,428.8064965178262,432.045026794056,0.01888916491118461,-0.0074958165825006525
6,2016-01-07,458.85411960045735,428.40455932685313,0.07651588503673942,0.07107664848723656
7,2016-01-08,453.73415026174905,458.73482110993615,0.037536466861337416,-0.010901005587689373
8,2016-01-09,448.62577269863255,454.3387693970106,0.018154502537852335,-0.012574310367482452
9,2016-01-10,449.0737065334575,449.3020708549542,0.0254816927251073,-0.0005082645647774778
10,2016-01-11,448.22650195554144,449.0369823279698,0.0210413516334509,-0.0018049301156143566
11,2016-01-12,432.44979164388894,448.1415870547726,0.03721539950812576,-0.03501526272982505
12,2016-01-13,432.0055521085642,432.01634742855646,0.03851915622577407,-2.4988221062755644e-05
13,2016-01-14,429.6766115449698,432.1890744894166,0.015622921990195854,-0.005813342105917495
14,2016-01-15,359.3905968222582,429.08659960899377,0.19597232023028227,-0.16242875645672974
15,2016-01-16,387.8020007570365,359.26585779756743,0.10516715590399463,0.07942904214279141
16,2016-01-17,381.3277322731474,387.7372492887165,0.03866947862466693,-0.01653056812913137
17,2016-01-18,386.1180173099597,379.8904502505731,0.036149960724196795,0.016393060302723996
18,2016-01-19,378.745832626889,386.15686222687646,0.02714411111395643,-0.019191759424524446
19,2016-01-20,419.1248180619156,378.42995126526574,0.1348104180320106,0.10753606225032712
20,2016-01-21,409.94845410975415,419.04581676000015,0.0472876490111183,-0.02170970878694232
21,2016-01-22,381.6419023842168,410.6525706850833,0.0988138883198003,-0.0706452859955767
22,2016-01-23,386.1174250647789,381.44733848868145,0.036890933268024485,0.012243070287501876
23,2016-01-24,402.5530522709139,385.97383516347935,0.05456388178956377,0.04295425129118509
24,2016-01-25,391.144946160347,402.4798859570728,0.04157621034390362,-0.0281627484806402
25,2016-01-26,391.15625065418544,390.9792465046606,0.025483338003537147,0.0004527200640629196
26,2016-01-27,394.61207076912586,391.1954529459497,0.017144647960364277,0.008733787157920381
27,2016-01-28,380.5102484981333,394.5877524269871,0.05338899871923109,-0.035676484742031195
28,2016-01-29,378.5504771702165,380.08752196303755,0.06271023353079203,-0.004043923317668232
29,2016-01-30,377.0839904804735,378.8540067224961,0.015201253138841084,-0.0046720272469470536
30,2016-01-31,367.67254144341933,378.0063371491044,0.05528602466532789,-0.02733762556369238
31,2016-02-01,371.3797716872316,369.67008459110417,0.037937793696902464,0.004624899788736022
32,2016-02-02,372.92786344436706,371.3757084456646,0.01602836864250431,0.004179473679629631
33,2016-02-03,369.0085002898796,373.32551640671664,0.02543052168641944,-0.011563678149805133
34,2016-02-04,389.1893294066104,368.8014062368793,0.06383277139588439,0.055281576547558046
35,2016-02-05,385.07044048167313,389.6728550163973,0.020359781724191336,-0.01181097034467671
36,2016-02-06,376.2558634152899,386.011652327985,0.037770982185008364,-0.02527330160594694
37,2016-02-07,376.6780161184331,376.0301816119479,0.026590702921184525,0.001722825821342561
38,2016-02-08,373.0715372717744,377.8243623526886,0.02963494077599555,-0.012579456367817704
39,2016-02-09,374.41988144726486,374.3666599102979,0.017511088984465153,0.00014216420067877475
40,2016-02-10,380.79814131516,375.24520575737273,0.03152216667790981,0.014798151908642181
41,2016-02-11,379.6437584264448,380.679593388282,0.028365799503067602,-0.00272101520498553
42,2016-02-12,384.7915459552207,379.7135334962809,0.02443539783128715,0.013373272246009043
43,2016-02-13,392.3185936253629,383.7910725490488,0.02336911263171993,0.022219175187365162
44,2016-02-14,407.04725612150173,392.31815780707865,0.04192302303429359,0.037543758863351095
45,2016-02-15,401.4263957165468,406.7066152099715,0.054904288057387174,-0.012982870934368021
46,2016-02-16,407.67645826875395,401.1406463020789,0.028090989435950647,0.01629306834629085
47,2016-02-17,416.7681096574421,407.7923329397948,0.057912549821669546,0.02201065589669255
48,2016-02-18,421.59108412574864,416.0735324835401,0.028612688375601398,0.01326100126887267
49,2016-02-19,421.3342340413093,421.4718044523768,0.020412238511435404,-0.0003264047787164146
50,2016-02-20,437.24512036403286,421.0796851145849,0.05456328609779599,0.038390442049107645
51,2016-02-21,439.82067245670123,436.90320847353297,0.049454211723427545,0.0066775979818536795
52,2016-02-22,437.92600638363393,440.0706217596523,0.019764900730108042,-0.004873343663439655
53,2016-02-23,419.87272350553246,437.8933560853523,0.06016495561178024,-0.04115301666350777
54,2016-02-24,424.13313893327353,418.88814489954177,0.03680853488287427,0.012521228155047495
55,2016-02-25,424.14326265271956,423.97880249705366,0.020849682643639338,0.0003878971181985815
56,2016-02-26,431.87920836630235,424.1644151366905,0.02901509190033843,0.01818821417898933
57,2016-02-27,433.16603239926525,431.784087395083,0.01635815482926588,0.0032005463946561475
58,2016-02-28,433.24545247947094,433.11292858544283,0.09212694586110105,0.0003059800003221729
59,2016-02-29,436.54415996639005,433.47935029953436,0.029261780683377384,0.007070255283758984
60,2016-03-01,434.8743680204075,437.43813346586614,0.028614734981121017,-0.005860864084129338
61,2016-03-02,422.15967152319564,433.7468682929597,0.04167860128595553,-0.026714191194892625
62,2016-03-03,419.40783973784517,421.90936797808297,0.03612095578483516,-0.005929065410957528
63,2016-03-04,408.1937904922383,419.31729410060666,0.043171016522612946,-0.0265276528415723
64,2016-03-05,398.6293237274459,408.0468214749904,0.05562128104986016,-0.02307945375852335
65,2016-03-06,405.5071536114601,397.09865315338766,0.05352791682420207,0.02117484003357853
66,2016-03-07,413.0993743448398,407.22988934609157,0.03254993194700044,0.01441319793145135
67,2016-03-08,412.09790206687,412.4276236395499,0.023648236297826652,-0.0007994652971355142
68,2016-03-09,412.83829671271326,412.034532813203,0.022165152579890077,0.0019507197467709852
69,2016-03-10,416.0757114875243,412.747556380603,0.018136579766734977,0.008063415653156176
70,2016-03-11,421.50951528977447,416.379538811266,0.01949099921669054,0.012320433643675638
